State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min Price,Max Price,Modal Price
Uttar Pradesh,Mainpuri,Ghiraur,Banana,Banana - Ripe,Medium,07/30/2023,2250,2450,2350
Uttar Pradesh,Sultanpur,Jafarganj,Banana,Banana - Ripe,Medium,07/30/2023,3300,3400,3350
Uttrakhand,Haridwar,Roorkee,Banana,Other,Medium,07/30/2023,800,1200,1000
Andaman and Nicobar,Nicobar,Car Nicobar,Banana,Other,Medium,07/31/2023,8000,10000,9000
Gujarat,Banaskanth,Deesa(Deesa Veg Yard),Banana,Other,Medium,07/31/2023,2750,3400,3075
Gujarat,Porbandar,Porbandar,Banana,Amruthapani,Large,07/31/2023,2000,2500,2250
Gujarat,Rajkot,Gondal(Veg.market Gondal),Banana,Banana - Ripe,Medium,07/31/2023,2000,2500,2250
Haryana,Gurgaon,Gurgaon,Banana,Other,Large,07/31/2023,2000,2500,2250
Haryana,Hissar,Hansi,Banana,Other,Medium,07/31/2023,1500,1500,1500
Haryana,Kurukshetra,Shahabad,Banana,Banana - Ripe,Medium,07/31/2023,2500,2885,2700
Haryana,Mewat,Taura,Banana,Other,Medium,07/31/2023,2000,2000,2000
Himachal Pradesh,Bilaspur,Bilaspur,Banana,Other,Medium,07/31/2023,2300,3000,2500
Himachal Pradesh,Hamirpur,Hamirpur,Banana,Other,Medium,07/31/2023,2900,3200,3000
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Banana,Other,Medium,07/31/2023,2900,3200,3100
Himachal Pradesh,Kangra,Kangra,Banana,Other,Medium,07/31/2023,4000,4500,4250
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Banana,Banana - Ripe,Medium,07/31/2023,3600,4200,3900
Himachal Pradesh,Kangra,Palampur,Banana,Banana - Ripe,Medium,07/31/2023,3500,4000,3750
Himachal Pradesh,Kullu,Bhuntar,Banana,Other,Medium,07/31/2023,2880,3000,2940
Himachal Pradesh,Kullu,Kullu,Banana,Other,Medium,07/31/2023,3000,3200,3100
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Banana,Other,Large,07/31/2023,4300,4600,4450
Jammu and Kashmir,Kathua,Kathua,Banana,Other,Medium,07/31/2023,3500,3800,3650
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,07/31/2023,1000,5800,3400
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,07/31/2023,700,2100,1400
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,07/31/2023,1000,2500,1750
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,07/31/2023,600,2000,1300
Karnataka,Bangalore,Channapatana,Banana,Elakki Bale,FAQ,07/31/2023,4200,7000,6300
Karnataka,Bangalore,Channapatana,Banana,Pachha Bale,FAQ,07/31/2023,1000,1500,1300
Kerala,Alappuzha,Aroor,Banana,Nendra Bale,Medium,07/31/2023,4800,5000,4900
Kerala,Alappuzha,Aroor,Banana,Palayamthodan,Medium,07/31/2023,3200,3400,3300
Kerala,Alappuzha,Aroor,Banana,Robusta,Medium,07/31/2023,2800,3000,2900
Kerala,Alappuzha,Harippad,Banana,Nendra Bale,Medium,07/31/2023,5000,5500,5000
Kerala,Alappuzha,Kayamkulam,Banana,Nendra Bale,Medium,07/31/2023,4900,5100,5000
Kerala,Alappuzha,Kayamkulam,Banana,Palayamthodan,Medium,07/31/2023,2100,2300,2200
Kerala,Alappuzha,Madhavapuram,Banana,Nendra Bale,Large,07/31/2023,5000,5500,5400
Kerala,Alappuzha,Madhavapuram,Banana,Palayamthodan,Large,07/31/2023,2000,2400,2200
Kerala,Alappuzha,Madhavapuram,Banana,Robusta,Large,07/31/2023,3200,3600,3500
Kerala,Ernakulam,Angamaly,Banana,Palayamthodan,Medium,07/31/2023,2400,3000,2700
Kerala,Ernakulam,Angamaly,Banana,Poovan,Medium,07/31/2023,6400,7000,6700
Kerala,Ernakulam,Moovattupuzha,Banana,Other,Medium,07/31/2023,3900,4100,4000
Kerala,Ernakulam,Moovattupuzha,Banana,Palayamthodan,Medium,07/31/2023,2400,2600,2500
Kerala,Ernakulam,Moovattupuzha,Banana,Poovan,Medium,07/31/2023,6400,6600,6500
Kerala,Ernakulam,Perumbavoor,Banana,Palayamthodan,Medium,07/31/2023,2200,3200,2500
Kerala,Ernakulam,Thrippunithura,Banana,Palayamthodan,Medium,07/31/2023,2800,4000,3000
Kerala,Ernakulam,Thrippunithura,Banana,Poovan,Medium,07/31/2023,4500,7000,5000
Kerala,Idukki,Adimali,Banana,Nendra Bale,Large,07/31/2023,6000,6000,6000
Kerala,Idukki,Adimali,Banana,Poovan,Large,07/31/2023,6000,6000,6000
Kerala,Idukki,Adimali,Banana,Robusta,Large,07/31/2023,3000,3000,3000
Kerala,Idukki,Thodupuzha,Banana,Nendra Bale,Medium,07/31/2023,3800,4000,4000
Kerala,Idukki,Thodupuzha,Banana,Other,Medium,07/31/2023,6600,6800,6800
Kerala,Idukki,Thodupuzha,Banana,Palayamthodan,Medium,07/31/2023,1800,2000,2000
Kerala,Idukki,Thodupuzha,Banana,Poovan,Medium,07/31/2023,2400,2500,2500
Kerala,Idukki,Thodupuzha,Banana,Robusta,Medium,07/31/2023,2000,2200,2200
Kerala,Kannur,Payyannur,Banana,Other,Large,07/31/2023,3800,4000,3900
Kerala,Kannur,Payyannur,Banana,Other,Medium,07/31/2023,4100,4300,4200
Kerala,Kannur,Payyannur,Banana,Other,Small,07/31/2023,4400,4600,4500
Kerala,Kasargod,Kanjangadu,Banana,Other,Large,07/31/2023,5000,6000,5500
Kerala,Kasargod,Kanjangadu,Banana,Other,Small,07/31/2023,5800,6600,6000
Kerala,Kollam,Sasthamkotta,Banana,Nendra Bale,Medium,07/31/2023,8000,8500,8200
Kerala,Kollam,Sasthamkotta,Banana,Palayamthodan,Medium,07/31/2023,2200,2600,2400
Kerala,Kollam,Sasthamkotta,Banana,Poovan,Medium,07/31/2023,5500,6000,5800
Kerala,Kollam,Sasthamkotta,Banana,Red Banana,Medium,07/31/2023,6000,6500,6200
Kerala,Kollam,Sasthamkotta,Banana,Robusta,Medium,07/31/2023,2800,3200,3000
Kerala,Kottayam,Ettumanoor,Banana,Banana - Ripe,Medium,07/31/2023,5500,5700,5600
Kerala,Kottayam,Pala,Banana,Banana - Ripe,Large,07/31/2023,4300,5200,4800
Kerala,Kottayam,Thalayolaparambu,Banana,Banana - Ripe,Medium,07/31/2023,4200,4500,4400
Kerala,Kottayam,Thalayolaparambu,Banana,Palayamthodan,Medium,07/31/2023,2300,2700,2500
Kerala,Kottayam,Thalayolaparambu,Banana,Poovan,Medium,07/31/2023,4000,4300,4200
Kerala,Kottayam,Thalayolaparambu,Banana,Robusta,Medium,07/31/2023,2700,3300,3000
Kerala,Malappuram,Kottakkal,Banana,Nendra Bale,Medium,07/31/2023,5300,5400,5350
Kerala,Malappuram,Kottakkal,Banana,Palayamthodan,Large,07/31/2023,2450,2550,2500
Kerala,Malappuram,Manjeri,Banana,Other,Large,07/31/2023,4500,4600,4550
Kerala,Malappuram,Thirurrangadi,Banana,Nendra Bale,Medium,07/31/2023,3500,3500,3500
Kerala,Malappuram,Thirurrangadi,Banana,Palayamthodan,Medium,07/31/2023,2500,2600,2600
Kerala,Malappuram,Thirurrangadi,Banana,Robusta,Medium,07/31/2023,3100,3200,3200
Kerala,Palakad,Koduvayoor,Banana,Nendra Bale,Medium,07/31/2023,4500,5500,5000
Kerala,Palakad,Koduvayoor,Banana,Palayamthodan,Medium,07/31/2023,5000,5800,5400
Kerala,Palakad,Koduvayoor,Banana,Poovan,Medium,07/31/2023,2000,3000,2500
Kerala,Palakad,Palakkad,Banana,Nendra Bale,Large,07/31/2023,3700,5000,4400
Kerala,Palakad,Palakkad,Banana,Nendra Bale,Medium,07/31/2023,3500,4500,4100
Kerala,Palakad,Palakkad,Banana,Palayamthodan,Medium,07/31/2023,2300,3500,3000
Kerala,Palakad,Palakkad,Banana,Poovan,Medium,07/31/2023,6500,7500,7100
Kerala,Palakad,Pattambi,Banana,Nendra Bale,Medium,07/31/2023,5000,5500,5200
Kerala,Palakad,Pattambi,Banana,Palayamthodan,Medium,07/31/2023,3000,4000,3500
Kerala,Thirssur,Mattathur,Banana,Karpura,Medium,07/31/2023,1500,2000,1800
Kerala,Thirssur,Mattathur,Banana,Nendra Bale,Medium,07/31/2023,4000,4700,4500
Kerala,Thirssur,Mattathur,Banana,Palayamthodan,Medium,07/31/2023,1800,2000,1900
Kerala,Thirssur,Mattathur,Banana,Poovan,Medium,07/31/2023,3500,4000,3800
Kerala,Thirssur,Mattathur,Banana,Rasakathai,Medium,07/31/2023,10000,15000,12000
Kerala,Thirssur,Mattathur,Banana,Robusta,Medium,07/31/2023,1800,2000,1900
Kerala,Thiruvananthapuram,Vamanapuram,Banana,Other,Medium,07/31/2023,6500,7000,6800
Kerala,Wayanad,Pulpally,Banana,Other,Medium,07/31/2023,3400,3600,3500
Madhya Pradesh,Sagar,Sagar(F&V),Banana,Other,Medium,07/31/2023,1200,1500,1300
Maharashtra,Pune,Pune,Banana,Other,FAQ,07/31/2023,800,1400,1100
Maharashtra,Pune,Pune(Moshi),Banana,Other,FAQ,07/31/2023,2000,5000,3500
Meghalaya,East Khasi Hills,Shillong,Banana,Banana - Ripe,Large,07/31/2023,2500,5000,4000
Meghalaya,West Garo Hills,Tura,Banana,Champa,Medium,07/31/2023,4200,4600,4400
Nagaland,Kiphire,Kipheri,Banana,Amruthapani,Medium,07/31/2023,2200,2400,2300
Nagaland,Kohima,Tseminyu,Banana,Other,Medium,07/31/2023,4500,6000,5000
Nagaland,Mokokchung,Mangkolemba,Banana,Amruthapani,Medium,07/31/2023,1500,2500,2000
Nagaland,Mokokchung,Mokokchung Town,Banana,Other,Medium,07/31/2023,1500,2500,2000
Nagaland,Mokokchung,Tuli,Banana,Other,Medium,07/31/2023,14000,14350,14175
Nagaland,Wokha,Baghry,Banana,Banana - Ripe,Medium,07/31/2023,5500,6000,5700
Punjab,Barnala,Barnala,Banana,Other,Large,07/31/2023,2300,2700,2500
Punjab,Bhatinda,Bathinda,Banana,Other,Large,07/31/2023,1400,1600,1500
Punjab,Bhatinda,Bhagta Bhai Ka,Banana,Other,Medium,07/31/2023,3600,3600,3600
Punjab,Bhatinda,Talwandi Sabo,Banana,Other,Medium,07/31/2023,2700,2900,2800
Punjab,Fatehgarh,Bassi Pathana,Banana,Medium,Medium,07/31/2023,3200,3500,3300
Punjab,Fazilka,Jalalabad,Banana,Other,Large,07/31/2023,2500,2700,2600
Punjab,Gurdaspur,Dinanagar,Banana,Medium,Medium,07/31/2023,3000,3000,3000
Punjab,Hoshiarpur,Garh Shankar,Banana,Medium,Medium,07/31/2023,1500,2000,1800
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Banana,Other,Large,07/31/2023,1500,1800,1700
Punjab,Ludhiana,Doraha,Banana,Amruthapani,Medium,07/31/2023,2500,2500,2500
Punjab,Mohali,Kurali,Banana,Other,Medium,07/31/2023,1000,1000,1000
Punjab,Ropar (Rupnagar),Morinda,Banana,Medium,Medium,07/31/2023,3000,3500,3200
Rajasthan,Jaipur,Jaipur(F&V),Banana,Other,Medium,07/31/2023,2500,3000,2750
Rajasthan,Jalore,Jalore,Banana,Banana - Ripe,Medium,07/31/2023,2600,2800,2700
Rajasthan,Jodhpur,Jodhpur(F&V)(Bhadwasia),Banana,Other,Medium,07/31/2023,1000,2000,1500
Telangana,Warangal,Warangal,Banana,Banana - Ripe,Large,07/31/2023,3000,3000,3000
Tripura,Sepahijala,Melaghar,Banana,Banana - Ripe,Medium,07/31/2023,1800,2300,2100
Uttar Pradesh,Agra,Achnera,Banana,Banana - Ripe,Medium,07/31/2023,2300,2380,2340
Uttar Pradesh,Agra,Agra,Banana,Banana - Ripe,Medium,07/31/2023,2300,2450,2360
Uttar Pradesh,Aligarh,Charra,Banana,Banana - Ripe,Medium,07/31/2023,2300,2400,2340
Uttar Pradesh,Allahabad,Allahabad,Banana,Banana - Ripe,Medium,07/31/2023,2650,2800,2700
Uttar Pradesh,Ambedkarnagar,Akbarpur,Banana,Banana - Ripe,Medium,07/31/2023,2600,3300,3200
Uttar Pradesh,Auraiya,Achalda,Banana,Banana - Ripe,Medium,07/31/2023,2400,2560,2500
Uttar Pradesh,Bahraich,Bahraich,Banana,Banana - Ripe,Medium,07/31/2023,3050,3300,3175
Uttar Pradesh,Bahraich,Naanpara,Banana,Banana - Ripe,Medium,07/31/2023,3125,3225,3175
Uttar Pradesh,Banda,Baberu,Banana,Banana - Ripe,Medium,07/31/2023,2010,2190,2100
Uttar Pradesh,Barabanki,Barabanki,Banana,Banana - Ripe,Medium,07/31/2023,3400,3500,3450
Uttar Pradesh,Barabanki,Safdarganj,Banana,Banana - Ripe,Medium,07/31/2023,3300,3400,3350
Uttar Pradesh,Bulandshahar,Sikanderabad,Banana,Banana - Ripe,Medium,07/31/2023,1000,1200,1100
Uttar Pradesh,Chitrakut,Karvi,Banana,Banana - Ripe,Medium,07/31/2023,1900,2000,1950
Uttar Pradesh,Etah,Etah,Banana,Banana - Ripe,Medium,07/31/2023,1800,2500,2200
Uttar Pradesh,Faizabad,Faizabad,Banana,Banana - Ripe,Medium,07/31/2023,2600,2800,2680
Uttar Pradesh,Farukhabad,Farukhabad,Banana,Banana - Ripe,Medium,07/31/2023,2300,2500,2400
Uttar Pradesh,Farukhabad,Kayamganj,Banana,Banana - Ripe,Medium,07/31/2023,2630,2730,2670
Uttar Pradesh,Farukhabad,Mohamadabad,Banana,Banana - Ripe,Medium,07/31/2023,2400,2600,2500
Uttar Pradesh,Fatehpur,Fatehpur,Banana,Banana - Ripe,Medium,07/31/2023,2500,2600,2550
Uttar Pradesh,Firozabad,Firozabad,Banana,Banana - Ripe,Medium,07/31/2023,2270,2450,2370
Uttar Pradesh,Firozabad,Sirsaganj,Banana,Banana - Ripe,Medium,07/31/2023,2425,2600,2525
Uttar Pradesh,Firozabad,Tundla,Banana,Banana - Ripe,Medium,07/31/2023,2450,2525,2500
Uttar Pradesh,Jalaun (Orai),Jalaun,Banana,Banana - Ripe,Medium,07/31/2023,1900,2100,2000
Uttar Pradesh,Jalaun (Orai),Konch,Banana,Banana - Ripe,Medium,07/31/2023,1950,2050,2000
Uttar Pradesh,Jalaun (Orai),Orai,Banana,Banana - Ripe,Medium,07/31/2023,2100,2200,2150
Uttar Pradesh,Jaunpur,Shahganj,Banana,Other,Medium,07/31/2023,3100,3250,3200
Uttar Pradesh,Lakhimpur,Paliakala,Banana,Besrai,Medium,07/31/2023,2660,2700,2680
Uttar Pradesh,Mahoba,Mahoba,Banana,Banana - Ripe,Medium,07/31/2023,1950,2050,2000
Uttar Pradesh,Mainpuri,Ghiraur,Banana,Banana - Ripe,Medium,07/31/2023,2260,2460,2360
Uttar Pradesh,Mainpuri,Mainpuri,Banana,Banana - Ripe,Medium,07/31/2023,2170,2360,2280
Uttar Pradesh,Mathura,Mathura,Banana,Banana - Ripe,Medium,07/31/2023,2100,2500,2350
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Banana,Medium,Medium,07/31/2023,1000,1200,1050
Uttar Pradesh,Pillibhit,Vishalpur,Banana,Banana - Ripe,Medium,07/31/2023,2800,2945,2860
Uttar Pradesh,Raebarelli,Jayas,Banana,Banana - Ripe,Medium,07/31/2023,2660,2750,2700
Uttar Pradesh,Rampur,Rampur,Banana,Desi(Bontha),Medium,07/31/2023,2820,2900,2850
Uttar Pradesh,Sitapur,Mehmoodabad,Banana,Banana - Ripe,Medium,07/31/2023,2670,2790,2725
Uttar Pradesh,Sitapur,Sitapur,Banana,Banana - Ripe,Medium,07/31/2023,2600,2850,2730
Uttar Pradesh,Sitapur,Viswan,Banana,Besrai,Medium,07/31/2023,2720,2760,2740
Uttar Pradesh,Sultanpur,Jafarganj,Banana,Banana - Ripe,Medium,07/31/2023,3320,3400,3360
Uttar Pradesh,Unnao,Purwa,Banana,Banana - Ripe,Medium,07/31/2023,2730,2830,2780
Uttrakhand,Haridwar,Bhagwanpur(Naveen Mandi Sthal),Banana,Other,Medium,07/31/2023,700,900,800
Uttrakhand,Haridwar,Roorkee,Banana,Other,Medium,07/31/2023,700,1000,800
Uttrakhand,Nanital,Haldwani,Banana,Other,Large,07/31/2023,800,1200,1000
Uttrakhand,UdhamSinghNagar,Khateema,Banana,Other,Medium,07/31/2023,1200,1600,1400
Uttrakhand,UdhamSinghNagar,Kicchha,Banana,Banana - Ripe,Medium,07/31/2023,1300,1500,1400
Andhra Pradesh,East Godavari,Ambajipeta,Banana,Banana - Ripe,Medium,08/01/2023,960,2720,1840
Gujarat,Mehsana,Mehsana(Mehsana Veg),Banana,Other,Large,08/01/2023,1000,2000,1800
Haryana,Ambala,Ambala City(Subji Mandi),Banana,Other,Medium,08/01/2023,2250,3300,2500
Haryana,Fatehabad,Jakhal,Banana,Other,Medium,08/01/2023,3500,3500,3500
Haryana,Gurgaon,Pataudi,Banana,Other,Large,08/01/2023,3000,4400,3500
Haryana,Hissar,Barwala(Hisar),Banana,Other,Medium,08/01/2023,1400,1500,1500
Haryana,Jhajar,Bahadurgarh,Banana,Other,Medium,08/01/2023,2000,2400,2200
Haryana,Jind,Narwana,Banana,Other,Medium,08/01/2023,1600,1600,1600
Haryana,Jind,Safidon,Banana,Other,Medium,08/01/2023,3000,3000,3000
Haryana,Kaithal,Dhand,Banana,Other,Medium,08/01/2023,2400,4000,3800
Haryana,Karnal,Tarori,Banana,Other,Medium,08/01/2023,1800,2200,2000
Haryana,Kurukshetra,Ladwa,Banana,Other,Medium,08/01/2023,2500,3000,2700
Haryana,Kurukshetra,Shahabad,Banana,Banana - Ripe,Medium,08/01/2023,2500,3000,2700
Haryana,Kurukshetra,Thanesar,Banana,Other,Medium,08/01/2023,2000,3000,2500
Haryana,Panchkula,"New Grain Market , Panchkula",Banana,Other,Large,08/01/2023,5000,7000,6000
Haryana,Panipat,Panipat,Banana,Other,Medium,08/01/2023,1800,2400,2200
Haryana,Rewari,Kosli,Banana,Other,Medium,08/01/2023,1800,1800,1800
Haryana,Rewari,Rewari,Banana,Other,Medium,08/01/2023,1200,3200,2200
Haryana,Rohtak,Meham,Banana,Other,Medium,08/01/2023,1700,1700,1700
Haryana,Rohtak,Rohtak,Banana,Other,Large,08/01/2023,1500,1600,1500
Haryana,Rohtak,Sampla,Banana,Other,Large,08/01/2023,2500,2500,2500
Haryana,Yamuna Nagar,Chhachrauli,Banana,Other,Medium,08/01/2023,3500,3500,3500
Haryana,Yamuna Nagar,Jagadhri,Banana,Other,Medium,08/01/2023,1200,1650,1550
Haryana,Yamuna Nagar,Radaur,Banana,Other,Large,08/01/2023,2500,3500,3000
Haryana,Yamuna Nagar,Sadhaura,Banana,Banana - Ripe,Medium,08/01/2023,2000,2400,2200
Himachal Pradesh,Bilaspur,Bilaspur,Banana,Other,Medium,08/01/2023,2500,3200,2900
Himachal Pradesh,Chamba,Chamba,Banana,Other,Medium,08/01/2023,4500,5000,4750
Himachal Pradesh,Hamirpur,Hamirpur,Banana,Other,Medium,08/01/2023,2900,3200,3050
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Banana,Banana - Ripe,Medium,08/01/2023,3600,4200,3900
Himachal Pradesh,Kangra,Palampur,Banana,Banana - Ripe,Medium,08/01/2023,3500,4000,3750
Himachal Pradesh,Kullu,Bhuntar,Banana,Other,Medium,08/01/2023,3000,3300,3100
Himachal Pradesh,Kullu,Kullu,Banana,Other,Medium,08/01/2023,3200,3300,3200
Himachal Pradesh,Mandi,Mandi(Mandi),Banana,Banana - Ripe,Medium,08/01/2023,3000,4500,4000
Himachal Pradesh,Sirmore,Paonta Sahib,Banana,Other,Medium,08/01/2023,5000,6000,5500
Himachal Pradesh,Una,Una,Banana,Medium,Medium,08/01/2023,2600,2800,2700
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Banana,Other,Large,08/01/2023,4200,4400,4300
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Banana,Other,Medium,08/01/2023,3000,3400,3200
Jammu and Kashmir,Kathua,Kathua,Banana,Other,Medium,08/01/2023,3400,3600,3500
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Elakki Bale,FAQ,08/01/2023,1000,5800,3400
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nauti Bale,FAQ,08/01/2023,700,2000,1350
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Nendra Bale,FAQ,08/01/2023,1000,2500,1750
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana,Pachha Bale,FAQ,08/01/2023,600,2000,1300
Karnataka,Bangalore,Channapatana,Banana,Elakki Bale,FAQ,08/01/2023,4000,7000,6300
Karnataka,Davangere,Davangere,Banana,Elakki Bale,FAQ,08/01/2023,4500,5000,4700
Karnataka,Davangere,Davangere,Banana,Pachha Bale,FAQ,08/01/2023,2500,3000,2700
Kerala,Alappuzha,Alappuzha,Banana,Nendra Bale,Large,08/01/2023,4000,5000,4500
Kerala,Alappuzha,Alappuzha,Banana,Palayamthodan,Large,08/01/2023,2000,3000,2500
Kerala,Alappuzha,Harippad,Banana,Nendra Bale,Medium,08/01/2023,5000,5500,5000
Kerala,Alappuzha,Kayamkulam,Banana,Nendra Bale,Medium,08/01/2023,4900,5100,5000
Kerala,Alappuzha,Kayamkulam,Banana,Palayamthodan,Medium,08/01/2023,2200,2400,2300
Kerala,Ernakulam,Angamaly,Banana,Palayamthodan,Medium,08/01/2023,2600,3200,2900
Kerala,Ernakulam,Angamaly,Banana,Poovan,Medium,08/01/2023,6500,7100,6800
Kerala,Ernakulam,Moovattupuzha,Banana,Other,Medium,08/01/2023,3900,4100,4000
Kerala,Ernakulam,Moovattupuzha,Banana,Palayamthodan,Medium,08/01/2023,2400,2600,2500
Kerala,Ernakulam,Moovattupuzha,Banana,Poovan,Medium,08/01/2023,6400,6600,6500
Kerala,Ernakulam,Perumbavoor,Banana,Palayamthodan,Medium,08/01/2023,2200,3200,2500
Kerala,Ernakulam,Thrippunithura,Banana,Palayamthodan,Medium,08/01/2023,2800,4000,3000
Kerala,Ernakulam,Thrippunithura,Banana,Poovan,Medium,08/01/2023,4500,8000,5000
Kerala,Idukki,Thodupuzha,Banana,Nendra Bale,Medium,08/01/2023,3800,4000,4000
Kerala,Idukki,Thodupuzha,Banana,Other,Medium,08/01/2023,6600,6800,6800
Kerala,Idukki,Thodupuzha,Banana,Palayamthodan,Medium,08/01/2023,1800,2000,2000
Kerala,Idukki,Thodupuzha,Banana,Poovan,Medium,08/01/2023,2400,2500,2500
Kerala,Idukki,Thodupuzha,Banana,Robusta,Medium,08/01/2023,2000,2200,2200
Kerala,Idukki,Vandiperiyar,Banana,Nendra Bale,Medium,08/01/2023,2200,2200,2200
Kerala,Kannur,Irikkur,Banana,Other,Medium,08/01/2023,5000,5000,5000
Kerala,Kasargod,Kanjangadu,Banana,Other,Large,08/01/2023,5300,6000,5500
Kerala,Kasargod,Kanjangadu,Banana,Other,Small,08/01/2023,5800,6500,6000
Kerala,Kasargod,Neeleswaram,Banana,Other,Large,08/01/2023,6600,6800,6700
Kerala,Kollam,Chathanoor,Banana,Banana - Ripe,Medium,08/01/2023,5800,6200,6000
Kerala,Kollam,Chathanoor,Banana,Palayamthodan,Medium,08/01/2023,3800,4200,4000
Kerala,Kollam,Chathanoor,Banana,Poovan,Medium,08/01/2023,5600,6000,5800
Kerala,Kollam,Chathanoor,Banana,Red Banana,Medium,08/01/2023,6800,7200,7000
Kerala,Kollam,Chathanoor,Banana,Robusta,Medium,08/01/2023,3800,4200,4000
Kerala,Kollam,Kollam,Banana,Banana - Ripe,Medium,08/01/2023,6000,7000,6500
Kerala,Kollam,Kollam,Banana,Palayamthodan,Medium,08/01/2023,2000,2500,2200
Kerala,Kollam,Kollam,Banana,Poovan,Medium,08/01/2023,4500,5500,5000
Kerala,Kollam,Kollam,Banana,Rasakathai,Medium,08/01/2023,4000,5000,4500
Kerala,Kollam,Punalur,Banana,Banana - Ripe,Medium,08/01/2023,6600,7000,6800
Kerala,Kollam,Punalur,Banana,Palayamthodan,Medium,08/01/2023,2000,2400,2200
Kerala,Kollam,Punalur,Banana,Poovan,Medium,08/01/2023,4600,5000,4800
Kerala,Kollam,Punalur,Banana,Red Banana,Medium,08/01/2023,4600,5000,4800
Kerala,Kollam,Punalur,Banana,Robusta,Medium,08/01/2023,2600,3000,2800
Kerala,Kollam,Sasthamkotta,Banana,Nendra Bale,Medium,08/01/2023,8000,8500,8200
Kerala,Kollam,Sasthamkotta,Banana,Palayamthodan,Medium,08/01/2023,2500,3000,2800
Kerala,Kollam,Sasthamkotta,Banana,Poovan,Medium,08/01/2023,5500,6000,5800
Kerala,Kollam,Sasthamkotta,Banana,Red Banana,Medium,08/01/2023,6000,6500,6200
Kerala,Kollam,Sasthamkotta,Banana,Robusta,Medium,08/01/2023,3000,3500,3200
Kerala,Kottayam,Kottayam,Banana,Banana - Ripe,Medium,08/01/2023,5500,6200,6000
Kerala,Kottayam,Kottayam,Banana,Palayamthodan,Medium,08/01/2023,2000,2400,2200
Kerala,Kottayam,Kottayam,Banana,Poovan,Medium,08/01/2023,7200,7600,7400
Kerala,Kottayam,Thalayolaparambu,Banana,Banana - Ripe,Medium,08/01/2023,4000,4500,4300
Kerala,Kottayam,Thalayolaparambu,Banana,Palayamthodan,Medium,08/01/2023,2300,2700,2500
Kerala,Kottayam,Thalayolaparambu,Banana,Poovan,Medium,08/01/2023,4400,4700,4600
Kerala,Kottayam,Thalayolaparambu,Banana,Robusta,Medium,08/01/2023,2800,3200,3000
Kerala,Kozhikode(Calicut),Kallachi,Banana,Nendra Bale,Medium,08/01/2023,5000,5400,5200
Kerala,Kozhikode(Calicut),Kallachi,Banana,Palayamthodan,Medium,08/01/2023,2800,3200,3000
Kerala,Kozhikode(Calicut),Kallachi,Banana,Rasakathai,Medium,08/01/2023,5000,5400,5200
Kerala,Malappuram,Kottakkal,Banana,Nendra Bale,Medium,08/01/2023,4300,4400,4350
Kerala,Malappuram,Kottakkal,Banana,Palayamthodan,Large,08/01/2023,2400,2500,2450
Kerala,Malappuram,Manjeri,Banana,Other,Large,08/01/2023,4500,4600,4550
Kerala,Palakad,Palakkad,Banana,Nendra Bale,Large,08/01/2023,4200,5500,4900
Kerala,Palakad,Palakkad,Banana,Nendra Bale,Medium,08/01/2023,4000,5000,4600
Kerala,Palakad,Palakkad,Banana,Palayamthodan,Medium,08/01/2023,2300,3500,3000
Kerala,Palakad,Palakkad,Banana,Poovan,Medium,08/01/2023,6000,7000,6600
Kerala,Palakad,Pattambi,Banana,Nendra Bale,Medium,08/01/2023,5000,5500,5200
Kerala,Palakad,Pattambi,Banana,Palayamthodan,Medium,08/01/2023,3000,4000,3500
Kerala,Thirssur,Chavakkad,Banana,Palayamthodan,Medium,08/01/2023,2600,3400,3400
Kerala,Thirssur,Chavakkad,Banana,Poovan,Medium,08/01/2023,5000,6000,6000
Kerala,Thirssur,Chavakkad,Banana,Robusta,Medium,08/01/2023,2600,3400,3400
Kerala,Thirssur,Mattathur,Banana,Nendra Bale,Medium,08/01/2023,3500,4700,4000
Kerala,Thirssur,Mattathur,Banana,Poovan,Medium,08/01/2023,3500,3700,3600
Kerala,Thirssur,Thrissur,Banana,Banana - Ripe,Medium,08/01/2023,5000,5500,5000
Kerala,Thirssur,Thrissur,Banana,Palayamthodan,Medium,08/01/2023,3000,3500,3200
Kerala,Thirssur,Thrissur,Banana,Robusta,Medium,08/01/2023,2800,3000,2800
